# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
1.2799999999999977e-06	0.000101373866	-0.0050974838	0.876874	0	0	0.029999975
1.2899999999999976e-06	0.0005029351	-0.0018372452	0.87755996	0	0	0.03499999
1.2999999999999975e-06	-0.00013198913	-0.0030191091	0.8776249	0	0	0.039999984
1.3099999999999974e-06	-0.0024651594	0.0024557028	0.8784393	0	0	0.045000006
1.3199999999999973e-06	0.0029619306	0.0005567023	0.87838304	0	0	0.04999998
1.3299999999999972e-06	-0.002598218	-0.0026481126	0.8784045	0	0	0.055000003
1.3399999999999971e-06	0.0032870662	-0.0022334591	0.8783735	0	0	0.05999995
1.349999999999997e-06	-0.0016193081	-0.0013338028	0.8787218	0	0	0.06500005
1.359999999999997e-06	0.0016363307	-0.002512297	0.8794953	0	0	0.06999998
1.3699999999999968e-06	-0.0018745121	0.00084017625	0.8792505	0	0	0.075000025
1.3799999999999967e-06	0.0016682565	-0.0011612297	0.8799272	0	0	0.07999997
1.3899999999999966e-06	-0.0020688248	0.001518523	0.8795533	0	0	0.08500003
1.3999999999999965e-06	0.004058967	-0.003285357	0.8802248	0	0	0.09000001
1.4099999999999965e-06	0.0012198268	0.0008302775	0.88031685	0	0	0.09499997
1.4199999999999964e-06	-0.00080049876	-0.0016731416	0.8799377	0	0	0.09999996
1.4299999999999963e-06	0.00058532093	0.00018774283	0.880465	0	0	0.10500001
1.4399999999999962e-06	-0.00074880297	-0.00048859755	0.88089657	0	0	0.11000001
1.449999999999996e-06	-0.0036876334	0.0018753668	0.88043606	0	0	0.11499991
1.459999999999996e-06	0.001963356	-0.00075230625	0.8806629	0	0	0.1199999
1.4699999999999959e-06	0.0011276464	0.0002742749	0.8818084	0	0	0.125
1.4799999999999958e-06	-0.00012506444	-0.0006982717	0.8815373	0	0	0.1300001
1.4899999999999957e-06	-0.0013551889	0.0015815861	0.8814922	0	0	0.1350001
1.4999999999999956e-06	0.001607158	0.0040916093	0.8823366	0	0	0.13999996
1.5099999999999955e-06	1.13282085e-05	-0.0005563192	0.8820843	0	0	0.145
1.5199999999999954e-06	-0.0019959954	0.0018192821	0.8820445	0	0	0.15000005
